User_ID,Age,Gender,Location,Education,Occupation,Primary_App,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Reason_for_Using,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities
374,20,Female,Chennai,Undergraduate,Student,unknown,unknown,Monthly,120,Social Interaction,5,Time-Wasting,AI Recommendations,Video Calls,Appearance > Interests > Personality
375,22,Non-binary,Mumbai,Postgraduate,Student,Hinge,unknown,Weekly,90,Casual Dating,5,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality
376,23,Non-binary,Delhi,Undergraduate,Intern,OkCupid,Hinge,Weekly,90,Casual Dating,2,Time-Wasting,AI Recommendations,Video Calls,Values > Personality > Appearance
377,21,Male,Bangalore,Graduate,Full-time Job,unknown,unknown,Daily,180,Casual Dating,2,unknown,Audio Calls,Video Calls,Appearance > Interests > Personality
378,21,Female,Kolkata,Undergraduate,Full-time Job,OkCupid,unknown,Weekly,30,Social Interaction,5,unknown,Location-Based Matching,Video Calls,Values > Personality > Appearance
379,24,Non-binary,Kolkata,Graduate,Part-time Job,Bumble,Tinder,Daily,90,Social Interaction,2,Time-Wasting,Video Calls,Text,Personality > Interests > Values
380,24,Non-binary,Pune,Postgraduate,Intern,unknown,Bumble,Daily,60,Finding a Partner,3,Safety Concerns,Video Calls,Voice Notes,Values > Personality > Appearance
381,18,Female,Kolkata,Graduate,Full-time Job,Tinder,OkCupid,Daily,120,Social Interaction,1,Safety Concerns,Detailed Profiles,Video Calls,Personality > Interests > Values
382,20,Non-binary,Mumbai,Postgraduate,Student,Hinge,Tinder,Monthly,60,Casual Fun,3,unknown,Audio Calls,Video Calls,Personality > Interests > Values
383,23,Non-binary,Bangalore,Postgraduate,Intern,OkCupid,unknown,Weekly,30,Social Interaction,4,Lack of Genuine Matches,Audio Calls,Text,Appearance > Interests > Personality
384,22,Male,Kolkata,Undergraduate,Student,OkCupid,Hinge,Monthly,90,Finding a Partner,4,Safety Concerns,Audio Calls,Voice Notes,Personality > Interests > Values
385,19,Female,Chennai,Postgraduate,Intern,Tinder,Hinge,Daily,30,Casual Fun,5,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality
386,18,Male,Hyderabad,Postgraduate,Student,unknown,unknown,Monthly,120,Casual Fun,3,Time-Wasting,Location-Based Matching,Video Calls,Values > Personality > Appearance
387,25,Non-binary,Kolkata,Postgraduate,Full-time Job,OkCupid,Tinder,Daily,60,Casual Dating,5,Safety Concerns,Audio Calls,Voice Notes,Values > Personality > Appearance
388,18,Female,Pune,Postgraduate,Intern,unknown,OkCupid,Monthly,180,Social Interaction,5,Lack of Genuine Matches,Video Calls,Voice Notes,Values > Personality > Appearance
389,23,Non-binary,Mumbai,Postgraduate,Student,Tinder,OkCupid,Weekly,180,Social Interaction,1,Time-Wasting,Audio Calls,Video Calls,Appearance > Interests > Personality
390,22,Male,Hyderabad,Undergraduate,Full-time Job,Bumble,Hinge,Weekly,90,Finding a Partner,1,unknown,AI Recommendations,Video Calls,Personality > Interests > Values
391,24,Female,Kolkata,Undergraduate,Student,OkCupid,unknown,Daily,90,Casual Fun,3,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality
392,21,Female,Bangalore,Postgraduate,Full-time Job,unknown,unknown,Monthly,60,Casual Dating,3,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance
393,24,Male,Delhi,Undergraduate,Full-time Job,Bumble,Bumble,Daily,90,Casual Fun,4,Time-Wasting,Audio Calls,Video Calls,Appearance > Interests > Personality
394,24,Male,Kolkata,Postgraduate,Student,OkCupid,Hinge,Monthly,60,Finding a Partner,1,Safety Concerns,AI Recommendations,Text,Appearance > Interests > Personality
395,20,Non-binary,Mumbai,Undergraduate,Part-time Job,Bumble,Bumble,Monthly,180,Social Interaction,2,Lack of Genuine Matches,Detailed Profiles,Text,Appearance > Interests > Personality
396,23,Female,Delhi,Undergraduate,Intern,Hinge,unknown,Daily,120,Casual Fun,3,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance
397,24,Male,Mumbai,Graduate,Student,unknown,OkCupid,Daily,120,Finding a Partner,3,unknown,AI Recommendations,Text,Appearance > Interests > Personality
398,25,Female,Delhi,Graduate,Intern,Bumble,unknown,Daily,90,Casual Dating,4,unknown,Location-Based Matching,Voice Notes,Values > Personality > Appearance
399,21,Non-binary,Mumbai,Undergraduate,Freelancer,OkCupid,OkCupid,Weekly,120,Casual Dating,3,Safety Concerns,Location-Based Matching,Video Calls,Personality > Interests > Values
400,24,Non-binary,Chennai,Graduate,Student,Hinge,OkCupid,Monthly,60,Casual Dating,1,Time-Wasting,Video Calls,Voice Notes,Values > Personality > Appearance
401,25,Female,Delhi,Undergraduate,Full-time Job,Hinge,unknown,Daily,60,Casual Dating,2,Time-Wasting,Video Calls,Video Calls,Values > Personality > Appearance
402,20,Female,Kolkata,Graduate,Freelancer,Hinge,Hinge,Daily,180,Casual Dating,3,Time-Wasting,Audio Calls,Text,Personality > Interests > Values
403,21,Non-binary,Pune,Graduate,Intern,OkCupid,OkCupid,Weekly,120,Casual Fun,2,unknown,Audio Calls,Video Calls,Appearance > Interests > Personality
404,20,Male,Mumbai,Graduate,Part-time Job,OkCupid,Hinge,Daily,60,Casual Dating,1,Safety Concerns,Location-Based Matching,Text,Values > Personality > Appearance
405,22,Non-binary,Kolkata,Undergraduate,Full-time Job,Hinge,Tinder,Monthly,180,Casual Dating,1,unknown,Location-Based Matching,Voice Notes,Appearance > Interests > Personality
406,25,Female,Mumbai,Graduate,Intern,OkCupid,unknown,Weekly,90,Social Interaction,2,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance
407,24,Male,Bangalore,Postgraduate,Student,Hinge,OkCupid,Daily,180,Casual Dating,2,Safety Concerns,Detailed Profiles,Voice Notes,Personality > Interests > Values
408,19,Non-binary,Kolkata,Graduate,Freelancer,Hinge,Hinge,Daily,90,Casual Dating,5,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Appearance > Interests > Personality
409,20,Female,Pune,Undergraduate,Student,unknown,Bumble,Monthly,60,Finding a Partner,3,unknown,Location-Based Matching,Video Calls,Appearance > Interests > Personality
410,19,Female,Bangalore,Undergraduate,Freelancer,unknown,Hinge,Monthly,90,Casual Dating,2,Safety Concerns,Video Calls,Video Calls,Values > Personality > Appearance
411,24,Non-binary,Pune,Graduate,Intern,Hinge,Hinge,Weekly,30,Casual Dating,1,unknown,Detailed Profiles,Video Calls,Appearance > Interests > Personality
412,18,Female,Delhi,Undergraduate,Full-time Job,OkCupid,Tinder,Monthly,30,Social Interaction,1,Safety Concerns,Location-Based Matching,Voice Notes,Appearance > Interests > Personality
413,21,Non-binary,Kolkata,Undergraduate,Full-time Job,unknown,OkCupid,Monthly,60,Casual Fun,1,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values
414,21,Male,Chennai,Undergraduate,Freelancer,unknown,Hinge,Daily,180,Finding a Partner,2,unknown,Audio Calls,Text,Values > Personality > Appearance
415,23,Male,Chennai,Postgraduate,Student,unknown,Tinder,Daily,120,Finding a Partner,3,Lack of Genuine Matches,Detailed Profiles,Text,Personality > Interests > Values
416,25,Female,Pune,Graduate,Part-time Job,unknown,Tinder,Monthly,30,Casual Dating,2,Time-Wasting,AI Recommendations,Video Calls,Values > Personality > Appearance
417,21,Non-binary,Bangalore,Postgraduate,Intern,Hinge,OkCupid,Monthly,180,Finding a Partner,4,Lack of Genuine Matches,Audio Calls,Text,Appearance > Interests > Personality
418,24,Male,Hyderabad,Undergraduate,Part-time Job,Tinder,unknown,Daily,90,Casual Dating,5,Lack of Genuine Matches,Detailed Profiles,Text,Appearance > Interests > Personality
419,19,Female,Chennai,Graduate,Student,Bumble,Hinge,Monthly,30,Finding a Partner,4,Lack of Genuine Matches,AI Recommendations,Text,Appearance > Interests > Personality
420,21,Non-binary,Mumbai,Graduate,Student,Hinge,Tinder,Weekly,180,Finding a Partner,1,Safety Concerns,Video Calls,Text,Appearance > Interests > Personality
421,21,Male,Kolkata,Undergraduate,Freelancer,unknown,Bumble,Monthly,30,Casual Fun,5,Time-Wasting,Audio Calls,Video Calls,Values > Personality > Appearance
422,24,Male,Kolkata,Undergraduate,Full-time Job,Tinder,unknown,Daily,30,Finding a Partner,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Values > Personality > Appearance
423,22,Male,Bangalore,Graduate,Full-time Job,OkCupid,Hinge,Daily,90,Finding a Partner,1,Safety Concerns,Audio Calls,Video Calls,Values > Personality > Appearance
424,21,Non-binary,Mumbai,Postgraduate,Student,unknown,unknown,Weekly,30,Casual Fun,4,unknown,Audio Calls,Video Calls,Values > Personality > Appearance
425,23,Male,Mumbai,Undergraduate,Freelancer,unknown,unknown,Daily,60,Casual Fun,3,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values
426,25,Male,Bangalore,Undergraduate,Student,Tinder,OkCupid,Daily,90,Casual Dating,1,Lack of Genuine Matches,Audio Calls,Voice Notes,Values > Personality > Appearance
427,22,Non-binary,Hyderabad,Undergraduate,Part-time Job,unknown,Bumble,Weekly,120,Social Interaction,5,Time-Wasting,Video Calls,Text,Personality > Interests > Values
428,25,Female,Delhi,Postgraduate,Freelancer,unknown,Hinge,Monthly,60,Social Interaction,3,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance
429,19,Male,Bangalore,Postgraduate,Freelancer,unknown,Bumble,Weekly,180,Casual Fun,5,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values
430,24,Male,Chennai,Postgraduate,Student,Bumble,Tinder,Daily,90,Casual Fun,4,unknown,Video Calls,Text,Personality > Interests > Values
431,24,Non-binary,Hyderabad,Graduate,Student,Tinder,Tinder,Weekly,120,Casual Dating,2,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance
432,21,Male,Delhi,Postgraduate,Freelancer,unknown,unknown,Weekly,180,Finding a Partner,1,unknown,Detailed Profiles,Voice Notes,Values > Personality > Appearance
433,22,Non-binary,Chennai,Undergraduate,Part-time Job,Hinge,OkCupid,Monthly,120,Casual Fun,1,unknown,Location-Based Matching,Text,Personality > Interests > Values
434,24,Female,Delhi,Graduate,Full-time Job,unknown,Hinge,Weekly,90,Casual Dating,2,Time-Wasting,Detailed Profiles,Video Calls,Values > Personality > Appearance
435,20,Male,Bangalore,Postgraduate,Student,unknown,Hinge,Daily,120,Casual Fun,5,unknown,AI Recommendations,Video Calls,Personality > Interests > Values
436,19,Non-binary,Kolkata,Postgraduate,Freelancer,OkCupid,Tinder,Monthly,60,Casual Dating,4,unknown,Detailed Profiles,Video Calls,Values > Personality > Appearance
437,18,Non-binary,Mumbai,Undergraduate,Freelancer,Hinge,Tinder,Daily,180,Casual Dating,5,Safety Concerns,Video Calls,Video Calls,Values > Personality > Appearance
438,22,Female,Pune,Postgraduate,Student,Bumble,OkCupid,Daily,60,Social Interaction,3,Lack of Genuine Matches,Location-Based Matching,Text,Personality > Interests > Values
439,23,Non-binary,Kolkata,Graduate,Student,OkCupid,Bumble,Weekly,30,Finding a Partner,4,unknown,AI Recommendations,Voice Notes,Values > Personality > Appearance
440,19,Female,Hyderabad,Graduate,Freelancer,unknown,Tinder,Monthly,90,Casual Dating,4,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance
441,22,Male,Bangalore,Postgraduate,Intern,OkCupid,OkCupid,Daily,120,Casual Dating,4,Safety Concerns,Detailed Profiles,Text,Appearance > Interests > Personality
442,22,Male,Delhi,Graduate,Part-time Job,Bumble,OkCupid,Daily,30,Casual Dating,1,Time-Wasting,Audio Calls,Video Calls,Values > Personality > Appearance
443,23,Female,Chennai,Postgraduate,Part-time Job,Hinge,Bumble,Weekly,120,Finding a Partner,3,unknown,Video Calls,Video Calls,Appearance > Interests > Personality
444,19,Non-binary,Kolkata,Postgraduate,Freelancer,Bumble,unknown,Daily,60,Casual Fun,5,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values
445,24,Non-binary,Bangalore,Postgraduate,Intern,Tinder,Bumble,Weekly,90,Casual Fun,1,Safety Concerns,AI Recommendations,Text,Appearance > Interests > Personality
446,21,Non-binary,Kolkata,Postgraduate,Full-time Job,unknown,Tinder,Weekly,180,Casual Dating,4,Lack of Genuine Matches,AI Recommendations,Video Calls,Personality > Interests > Values
447,18,Female,Chennai,Undergraduate,Full-time Job,Bumble,Tinder,Weekly,180,Social Interaction,2,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values
448,22,Male,Delhi,Undergraduate,Full-time Job,OkCupid,unknown,Monthly,30,Casual Fun,2,Safety Concerns,Detailed Profiles,Voice Notes,Appearance > Interests > Personality
449,22,Male,Hyderabad,Undergraduate,Intern,Bumble,Hinge,Weekly,120,Casual Fun,1,Lack of Genuine Matches,Location-Based Matching,Video Calls,Values > Personality > Appearance
450,19,Non-binary,Hyderabad,Postgraduate,Part-time Job,Bumble,OkCupid,Daily,120,Casual Fun,5,unknown,Detailed Profiles,Voice Notes,Appearance > Interests > Personality
451,25,Female,Mumbai,Undergraduate,Student,OkCupid,Bumble,Weekly,60,Finding a Partner,2,unknown,Audio Calls,Text,Values > Personality > Appearance
452,24,Male,Hyderabad,Postgraduate,Intern,Tinder,unknown,Monthly,90,Finding a Partner,1,Time-Wasting,AI Recommendations,Text,Personality > Interests > Values
453,21,Female,Hyderabad,Graduate,Freelancer,unknown,Tinder,Weekly,30,Finding a Partner,5,Safety Concerns,Location-Based Matching,Voice Notes,Appearance > Interests > Personality
454,24,Non-binary,Chennai,Graduate,Part-time Job,OkCupid,Tinder,Weekly,120,Finding a Partner,4,Time-Wasting,Video Calls,Text,Appearance > Interests > Personality
455,18,Male,Kolkata,Postgraduate,Part-time Job,Hinge,OkCupid,Weekly,180,Casual Dating,2,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality
456,19,Non-binary,Chennai,Graduate,Student,Bumble,unknown,Monthly,60,Casual Dating,3,Lack of Genuine Matches,Video Calls,Video Calls,Appearance > Interests > Personality
457,25,Non-binary,Chennai,Graduate,Full-time Job,Hinge,OkCupid,Monthly,90,Casual Dating,5,Lack of Genuine Matches,Detailed Profiles,Text,Values > Personality > Appearance
458,24,Female,Pune,Graduate,Part-time Job,Hinge,OkCupid,Weekly,180,Casual Dating,2,unknown,Location-Based Matching,Voice Notes,Personality > Interests > Values
459,23,Female,Kolkata,Postgraduate,Student,unknown,Bumble,Weekly,180,Casual Dating,2,unknown,Audio Calls,Video Calls,Personality > Interests > Values
460,21,Female,Chennai,Postgraduate,Part-time Job,Bumble,Tinder,Daily,120,Social Interaction,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Personality > Interests > Values
461,21,Male,Chennai,Postgraduate,Intern,Hinge,OkCupid,Weekly,30,Finding a Partner,1,Safety Concerns,AI Recommendations,Text,Appearance > Interests > Personality
462,21,Female,Pune,Graduate,Freelancer,Bumble,OkCupid,Daily,90,Social Interaction,4,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality > Interests > Values
463,25,Male,Hyderabad,Postgraduate,Intern,Bumble,Tinder,Monthly,180,Casual Dating,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Values > Personality > Appearance
464,21,Female,Kolkata,Postgraduate,Intern,Bumble,Bumble,Weekly,60,Social Interaction,3,unknown,Video Calls,Voice Notes,Appearance > Interests > Personality
465,23,Male,Delhi,Graduate,Intern,OkCupid,Hinge,Daily,90,Social Interaction,3,unknown,Detailed Profiles,Voice Notes,Appearance > Interests > Personality
466,25,Male,Delhi,Postgraduate,Intern,Hinge,unknown,Daily,60,Casual Fun,4,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance
467,21,Non-binary,Kolkata,Graduate,Freelancer,Hinge,unknown,Monthly,60,Finding a Partner,2,Lack of Genuine Matches,Location-Based Matching,Video Calls,Values > Personality > Appearance
468,24,Non-binary,Delhi,Undergraduate,Intern,Bumble,Hinge,Monthly,90,Finding a Partner,1,Lack of Genuine Matches,AI Recommendations,Voice Notes,Values > Personality > Appearance
469,23,Male,Hyderabad,Graduate,Full-time Job,Tinder,Bumble,Weekly,180,Casual Dating,3,Time-Wasting,Detailed Profiles,Video Calls,Values > Personality > Appearance
470,19,Female,Chennai,Postgraduate,Full-time Job,Bumble,OkCupid,Monthly,30,Casual Dating,5,Safety Concerns,AI Recommendations,Video Calls,Personality > Interests > Values
471,21,Female,Mumbai,Postgraduate,Student,unknown,OkCupid,Weekly,60,Social Interaction,2,Lack of Genuine Matches,Location-Based Matching,Text,Values > Personality > Appearance
472,19,Male,Delhi,Postgraduate,Student,OkCupid,unknown,Daily,30,Social Interaction,4,Safety Concerns,AI Recommendations,Text,Personality > Interests > Values
473,19,Non-binary,Chennai,Graduate,Student,OkCupid,Bumble,Weekly,180,Casual Dating,5,Lack of Genuine Matches,Video Calls,Text,Appearance > Interests > Personality
474,25,Non-binary,Hyderabad,Undergraduate,Part-time Job,OkCupid,Hinge,Weekly,180,Finding a Partner,2,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance
475,23,Male,Kolkata,Postgraduate,Full-time Job,OkCupid,Tinder,Daily,90,Finding a Partner,2,Safety Concerns,Detailed Profiles,Video Calls,Values > Personality > Appearance
476,18,Female,Pune,Postgraduate,Intern,Hinge,Hinge,Daily,30,Social Interaction,1,Time-Wasting,Detailed Profiles,Voice Notes,Values > Personality > Appearance
477,21,Male,Mumbai,Graduate,Part-time Job,Tinder,Tinder,Daily,90,Casual Fun,4,Time-Wasting,Audio Calls,Voice Notes,Personality > Interests > Values
478,25,Male,Bangalore,Undergraduate,Full-time Job,OkCupid,Hinge,Daily,30,Finding a Partner,1,unknown,Detailed Profiles,Video Calls,Values > Personality > Appearance
479,20,Female,Delhi,Undergraduate,Full-time Job,OkCupid,unknown,Weekly,90,Casual Fun,5,Safety Concerns,Detailed Profiles,Voice Notes,Values > Personality > Appearance
480,19,Female,Delhi,Graduate,Intern,Tinder,Tinder,Monthly,180,Casual Fun,2,Lack of Genuine Matches,Detailed Profiles,Video Calls,Appearance > Interests > Personality
481,24,Non-binary,Pune,Undergraduate,Student,OkCupid,Bumble,Weekly,90,Finding a Partner,1,unknown,Detailed Profiles,Voice Notes,Personality > Interests > Values
482,18,Female,Hyderabad,Postgraduate,Part-time Job,unknown,OkCupid,Monthly,180,Casual Fun,1,Safety Concerns,Video Calls,Voice Notes,Appearance > Interests > Personality
483,18,Non-binary,Chennai,Graduate,Freelancer,OkCupid,Tinder,Monthly,30,Finding a Partner,3,unknown,Video Calls,Video Calls,Personality > Interests > Values
484,20,Female,Pune,Undergraduate,Intern,OkCupid,OkCupid,Daily,180,Casual Dating,3,Time-Wasting,Video Calls,Voice Notes,Personality > Interests > Values
485,24,Non-binary,Mumbai,Postgraduate,Student,OkCupid,unknown,Weekly,30,Social Interaction,4,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values
486,23,Male,Pune,Graduate,Student,Hinge,Tinder,Daily,30,Casual Dating,3,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values
487,21,Female,Mumbai,Graduate,Freelancer,Bumble,Tinder,Monthly,180,Finding a Partner,4,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values
488,19,Female,Mumbai,Graduate,Student,Bumble,unknown,Monthly,90,Finding a Partner,3,Time-Wasting,Location-Based Matching,Text,Personality > Interests > Values
489,25,Female,Delhi,Graduate,Full-time Job,Hinge,unknown,Monthly,180,Casual Fun,1,unknown,Audio Calls,Text,Personality > Interests > Values
490,25,Female,Chennai,Postgraduate,Student,OkCupid,Hinge,Daily,90,Casual Dating,5,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values
491,25,Female,Kolkata,Graduate,Student,OkCupid,Hinge,Daily,180,Casual Fun,3,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values
492,24,Female,Mumbai,Undergraduate,Part-time Job,Bumble,unknown,Monthly,60,Casual Fun,5,Safety Concerns,Audio Calls,Voice Notes,Appearance > Interests > Personality
493,24,Female,Mumbai,Postgraduate,Intern,Tinder,Bumble,Weekly,120,Casual Dating,5,Time-Wasting,Location-Based Matching,Video Calls,Appearance > Interests > Personality
494,20,Male,Mumbai,Undergraduate,Freelancer,Tinder,unknown,Daily,30,Social Interaction,1,unknown,Video Calls,Video Calls,Personality > Interests > Values
495,19,Female,Chennai,Graduate,Intern,OkCupid,Tinder,Weekly,30,Finding a Partner,3,Time-Wasting,Location-Based Matching,Video Calls,Personality > Interests > Values
496,23,Female,Mumbai,Undergraduate,Intern,Tinder,Hinge,Weekly,90,Casual Dating,2,unknown,Audio Calls,Voice Notes,Personality > Interests > Values
497,23,Male,Mumbai,Postgraduate,Intern,OkCupid,Tinder,Daily,120,Casual Fun,1,Time-Wasting,Video Calls,Video Calls,Values > Personality > Appearance
498,22,Male,Hyderabad,Graduate,Freelancer,unknown,Hinge,Monthly,120,Casual Fun,2,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality
499,21,Female,Kolkata,Graduate,Student,Tinder,Hinge,Daily,90,Casual Dating,3,Lack of Genuine Matches,Detailed Profiles,Text,Appearance > Interests > Personality
500,22,Male,Mumbai,Graduate,Part-time Job,unknown,Hinge,Weekly,90,Casual Fun,2,Time-Wasting,AI Recommendations,Video Calls,Appearance > Interests > Personality
